,RID,start,end,Distance,Time
516,42329,"51.8180316186099, 9.86949920654297","51.6774066499541, 9.73498106002808",21802,19261
517,42332,"52.4976438014187, 13.3135516788752","52.4962737661516, 13.3253625190991",1039,853
518,42333,"51.1450313926566, 9.17843341827393","51.1373076615235, 9.173583984375",1166,933
519,42337,"52.025077360978, 8.5434365272522","52.0235061454287, 8.50341796875",3106,2862
520,42339,"52.5349712589343, 13.3868459293444","52.545500642691, 13.3858159610827",1940,1616
521,42346,"53.5862264646022, 10.1579654216766","54.0892418667904, 10.8641052246094",88938,72322
522,42350,"50.8893906240934, 11.8231773376465","50.8952377736013, 11.8255805969238",1173,1046
523,42364,"51.3792693890182, 7.72825956344605","51.3803558889663, 7.72785186767578",245,236
524,42365,"48.3839743800754, 7.81694412231445","48.4054914305725, 7.81904697418213",2793,2264
525,42373,"51.9036128078836, 10.1565170288086","51.9427834189026, 10.0990104675293",7118,5670
526,42374,"48.1968892562292, 11.5215682983398","48.2039723786299, 11.5292930603027",1212,997
527,42378,"52.188437423515, 7.86799728870392","52.2026885596814, 7.8412127494812",3154,2642
528,42385,"52.1354966083489, 11.611475944519","52.120020067365, 11.6467952728272",3807,3125
529,42387,"48.8092086898588, 9.36314169768593","48.8058823119663, 9.35604131547734",645,521
530,42398,"47.8321413930898, 10.0243377685547","47.8276517452161, 10.0308609008789",1110,994
531,42400,"51.0360036506238, 13.7933778762817","51.0534853804266, 13.8098173160688",2501,2094
532,42404,"52.5488075280511, 13.4464073181152","52.5539188223345, 13.4930992126465",3537,2990
533,42423,"53.6483819816133, 10.1276135444641","53.6440391361803, 10.1403379440308",1413,1156
534,42428,"50.8454350195799, 12.9241189951426","50.8410728161173, 12.9157934183604",981,805
535,42430,"53.3913395435387, 7.49301910400391","53.4022053305562, 7.459716796875",4017,3239
536,42435,"51.1608946072108, 13.9080734294839","51.1614893996407, 13.8953361532185",1076,893
537,42438,"49.8907119797575, 11.7038941383362","49.8902177672898, 11.6992378234863",455,358
538,42448,"49.0091229434035, 8.38532567024231","49.0004137644251, 8.37207555770874",1659,1343
539,42456,"54.3717585915738, 13.022575378418","54.362857910361, 13.0034780502319",2559,2064
540,42460,"48.9422082026216, 8.40814590454102","48.9362809285253, 8.40299606323242",883,731
541,42461,"51.9203386055611, 7.72821235761512","51.9197298297333, 7.73198890790809",353,283
542,42462,"51.9730444331544, 8.71679306030274","51.9649654784709, 8.72159957885742",1334,1276
543,42485,"51.557384313809, 7.54917212674627","51.5549868315703, 7.55887099454412",1306,1046
544,42488,"48.9194678025296, 8.47990036010742","48.926582633157, 8.47784042358399",1152,969
545,42500,"48.4517829073863, 9.38441848964431","48.4605069658235, 9.37592982983915",1806,1585
546,42504,"52.5973717453099, 13.3586025238037","52.6078446630973, 13.3747386932373",2063,1682
547,42506,"47.9701829374618, 10.1917666193549","47.970223522271, 10.1935325861632",419,338
548,42513,"52.5447019702403, 9.73457336425781","52.5480633469816, 9.71534729003906",1718,1451
549,42521,"52.5172797285759, 13.4997779130936","52.4399460554048, 13.6802101135254",17754,14461
550,42527,"53.1323282020013, 8.20238828659058","53.1356495492143, 8.19996356964112",457,385
551,42533,"49.7007830105183, 7.34049797058105","49.687525036817, 7.35860824584961",3473,3400
552,42541,"54.4857089822017, 9.42901611328125","54.4881099612316, 9.42111968994141",615,492
553,42542,"50.7948492281124, 12.8960555791855","50.800735474531, 12.9044766441803",1700,1354
554,42546,"51.1825992451148, 6.87313556627487","51.1846548908798, 6.90155982971191",2397,2013
555,42548,"52.2721790001502, 10.5324362078682","52.2709655546038, 10.532611903036",483,389
556,42551,"54.2138610006449, 13.18359375","54.0851734208868, 13.436279296875",27582,22239
557,42556,"50.2577085451926, 10.9657073020935","50.2594321341172, 10.9716939926147",566,579
558,42575,"52.121403004142, 11.6270220279694","52.1440483610904, 11.6940879821777",6528,5298
559,42592,"52.4488704790977, 10.8016108275115","52.4493769134219, 10.8126153951162",1004,811
560,42603,"51.5045469675224, 14.6423721313477","51.5049316205771, 14.6368789672852",875,718
561,42605,"51.2756624341585, 12.381591796875","51.3527015496345, 12.355842590332",9725,7991
562,42620,"49.5012594508887, 8.46067428588867","49.4993555055892, 8.46067428588867",440,382
563,42622,"48.7803518747478, 11.4105033874512","48.7398966761093, 11.3248443603516",9350,7645
564,42627,"48.540051403236, 7.89196014404297","48.5475468410129, 8.01898956298828",11370,9277
565,42644,"50.3673305243901, 7.64077126979828","50.3544424077391, 7.60775327682495",3637,2868
566,42647,"49.5762304364314, 12.147583005717","49.5786845206099, 12.1662639621452",3186,2915
567,42650,"49.2214670928394, 6.79648518573231","49.2184318240994, 6.75945282331668",3157,2584
568,42652,"50.9653859657197, 6.74717330373824","50.9616199568251, 6.7396202031523",798,691
569,42656,"51.1350053030519, 6.45026206970215","51.117234235704, 6.45215034484863",2301,1968
570,42658,"49.0017946485299, 8.38754653930664","49.00167675358, 8.37535858154297",1432,1176
571,42659,"50.8792375793589, 6.11492156982422","50.8552032777945, 6.09329223632813",3651,3042
572,42667,"52.6276126834009, 13.5164076089859","52.7076662111421, 13.5308790198178",10491,8831
573,42669,"50.7472129029114, 6.16337299346924","50.7537541066049, 6.16998195648193",1084,867
574,42690,"51.4179573265066, 7.00738906860352","51.4133621380577, 7.00876235961914",1266,1025
575,42696,"52.4996700545235, 13.5070037841797","52.498098148315, 13.4778213500977",2520,2072
576,42702,"51.5343838101442, 7.62899100780487","51.5455877705091, 7.6285457611084",1747,1409
577,42708,"50.0792162275579, 8.32735061820131","50.117540215182, 8.30440521589481",5204,4579
578,42711,"51.4494266018256, 7.1986198425293","51.4466343310234, 7.19432830810547",477,423
579,42717,"50.1886799005008, 8.73988151550293","50.1748148033626, 8.75133991241455",2010,1855
580,42728,"52.5654480353465, 13.4133195877075","52.5786563103364, 13.4554158838",4961,4051
581,42736,"47.9553939659549, 10.4942607879639","47.72455176634, 10.3185653686523",32860,27438
582,42742,"54.7179279878114, 9.89730834960938","54.7432657939398, 9.90142822265625",3897,3083
583,42747,"48.3131338309127, 11.6654491459485","48.3119208118858, 11.6737961777835",817,677
584,42749,"51.014567110063, 13.7849020957947","51.0315834948263, 13.7700748443604",2735,2242
585,42770,"51.5049517750153, 7.61520874493726","51.5009103242907, 7.61750256995583",567,533
586,42771,"51.3735485163142, 9.24362182617188","51.3966486199463, 9.22920227050781",3455,2969
587,42777,"48.1649290215698, 11.5144100194448","48.158270634901, 11.4979305272573",1801,1492
588,42780,"48.0700213449225, 8.55334997177124","48.0436604583459, 8.52410316467285",4320,3585
589,42784,"50.982222034039, 6.94473266601563","50.9896682312723, 6.96601867675781",2179,1819
590,42790,"49.4220495216265, 8.42848777770996","49.3951146901522, 8.47208976745606",5340,4301
591,42795,"51.5941401663401, 7.56103992462158","51.5999761559047, 7.54786491394043",1495,1230
592,42808,"50.5465992062142, 11.3452143967152","50.4017523933381, 11.8203163112048",47080,40616
593,42817,"51.2059297402582, 6.41480326652527","51.2148550908122, 6.40730381011963",1481,1217
594,42828,"51.5049924779638, 7.45559406448592","51.4965710242403, 7.47240830140072",2089,1776
595,42834,"50.9395857565617, 6.20997369289398","50.7289835596312, 6.30675315856934",28582,24118
596,42837,"51.8974959324633, 11.0690689086914","51.8550852184127, 11.0316467285156",6504,5486
597,42841,"52.15712412895, 11.7175483633764","52.1707314071628, 11.7255234692129",2018,1642
598,42847,"52.5227414372546, 13.4488248829439","52.5265213769064, 13.4332895283296",1591,1300
599,42851,"47.8675522283292, 12.3595333099365","47.872397654292, 12.3581600189209",826,666
600,42863,"53.5767525483834, 9.98644351959229","53.5763843490673, 10.0007772445679",1231,992
601,42866,"50.9974008816634, 13.9264755207114","50.9869039907285, 13.9237289386801",1524,1145
602,42868,"53.9205359716212, 13.3585259132087","54.0095808680503, 13.4794848959427",16157,13104
603,42882,"49.4877055099254, 8.46711158752442","49.4847660046587, 8.49037170410156",3394,2815
604,42891,"53.5011680956166, 7.0916748046875","53.5097759734625, 7.07244873046875",5002,4036
605,42894,"52.6349694229622, 9.93682480067946","52.6274079249956, 9.96978378505446",2856,2343
606,42896,"52.3701035803099, 9.7269344329834","52.369216786377, 9.72152709960938",448,380
607,42898,"50.0525398456326, 8.80593180569122","50.0436952176877, 8.80426883348264",1204,996
608,42900,"52.0296834111357, 8.90201568603516","52.0436224446916, 8.93428802490235",3267,3361
609,42906,"51.2152200438702, 6.94769382476807","51.1584678239697, 6.95966720581055",7825,6256
610,42917,"49.7934511013382, 9.93067502975464","49.8066349225042, 9.92404460906983",2356,2201
611,42935,"50.8769025189488, 6.91609096946195","50.9042524881395, 6.90391160314903",4323,3556
612,42938,"48.8450600877354, 8.21730136871338","48.9065644096931, 8.29879760742188",10887,8877
613,42945,"48.0746214034705, 8.73862266365905","48.0761568062805, 8.73061133965166",807,657
614,42947,"53.6344678110397, 10.0964516401291","53.6352770056838, 10.1051527261734",690,591
615,42950,"49.7769781458231, 7.89341243449599","49.7769592519885, 7.89544116938487",197,160
616,42951,"51.583203275904, 7.62145614833571","51.6325950041593, 7.62488937587477",6668,5534
617,42970,"51.0159415646311, 13.6546325683594","50.8489175798401, 13.9821624755859",36032,30786
618,42973,"48.2507578644139, 11.6511898051249","48.2369823208254, 11.6161708842264",3811,3121
619,42985,"48.3025658149992, 8.42081665992737","48.3028370122486, 8.40608596801758",1295,1110
620,43005,"48.5209649083515, 13.3230883444048","48.5165972420541, 13.3183479309082",794,701
621,43011,"51.5715351278209, 7.38452911376953","51.5657070164543, 7.37721204757691",1352,1107
622,43027,"49.4419670226273, 11.1055898666382","49.4313017594884, 11.1168336868286",1600,1333
623,43035,"51.263160897747, 6.82216644287109","51.2643881101662, 6.83195114135742",1039,1001
624,43045,"52.8968878882459, 10.1667823770549","52.8751462534375, 10.1211204507854",4371,3515
625,43068,"53.4790509508154, 10.1836717128754","53.483679358381, 10.175142288208",953,786
626,43070,"48.297976653598, 10.9870147705078","48.3045756735411, 10.9913921356201",1046,849
627,43071,"53.7354652795595, 10.598991389852","53.7072005388581, 10.7434272870887",11580,9401
628,43076,"53.2920864414424, 10.7314742802919","53.2953580739839, 10.7336232650414",484,388
629,43081,"50.2221974473823, 8.2672119140625","50.2259109638321, 8.28300476074219",1445,1441
630,43084,"51.1763432000134, 6.74509048461914","51.1805300577662, 6.77993774414063",4042,3244
631,43096,"47.7926065778098, 9.97266741971544","47.7952354911015, 9.96581835397592",861,761
632,43102,"51.7529825949276, 11.9914627040271","51.7499737944368, 11.9966697675409",789,639
633,43108,"50.1517300588061, 8.8330078125","50.1594375535334, 8.83060455322266",1145,1089
634,43112,"51.2647882226645, 7.15988874435425","51.2614314648502, 7.15847253799439",618,600
635,43118,"49.7863649936518, 9.93725073363748","49.7871113674336, 9.93714237265522",211,180
636,43126,"53.6344173966051, 9.96055698342389","53.6143057934317, 9.93733119597892",3174,2609
637,43129,"50.8469425128262, 7.00910568237305","50.848392152971, 7.00022220611572",858,701
638,43133,"52.5200857977425, 13.3211803436279","52.521130316087, 13.2917833328247",2346,1912
639,43135,"54.6678749403745, 8.92192840576172","54.6019032516363, 8.82305145263672",12675,10209
640,43140,"52.2684200005955, 8.04600477218628","52.1579271405101, 8.0119514465332",15950,13707
641,43154,"50.8065737447072, 12.9130125045776","50.8402092102875, 12.8117430210114",10190,8783
642,43160,"54.1146023927744, 12.1378326416016","54.2431505550578, 12.199330329895",19085,15392
643,53168,"52.422065773338, 9.81037728488445","52.3925248984892, 9.77295443415642",4947,4073
644,53169,"50.3058317046243, 8.58435056637973","50.3568482735231, 8.73845672555035",14411,11466
645,53173,"50.9224811007051, 13.0423507685191","50.8970302697136, 13.0581436151988",4585,3982
646,53177,"50.9409675395845, 6.96947657241043","50.9382991143788, 6.97131384455133",511,440
647,53186,"52.4903599354278, 13.5597252845764","52.4779519797928, 13.556227684021",1666,1355
648,53194,"51.172318974766, 7.08361435143161","51.2204357588435, 7.07313537597656",5890,5023
649,53197,"50.8898508430289, 7.25406646728516","50.9083920218623, 7.26943016052246",3357,3020
650,53206,"50.3441659131318, 7.39096641540527","50.3399774962922, 7.38791942596436",930,838
651,53209,"51.3012613778834, 6.74021042396457","51.2964907718827, 6.73285961151123",860,703
652,53210,"50.8537233701979, 12.473258972168","53.7368753490261, 12.6561029912315",362144,292584
653,53212,"50.1186244075093, 8.13331604003906","50.1034117879794, 8.19854736328125",7226,5458
654,53217,"50.0603053901668, 10.1788330078125","50.0614315167784, 10.1726746559143",645,523
655,53219,"51.0068422716397, 13.7603759765625","51.1303535602398, 13.8107585906982",16993,14126
656,53226,"50.7995211037767, 8.78732113669685","50.8017819967463, 8.7866191987996",472,358
657,53230,"53.5692951497963, 10.0191164007993","53.5690514459989, 10.0103616705746",733,618
658,53252,"52.2309729834028, 10.4852485656738","52.2466271901793, 10.4970932006836",2291,1872
659,53266,"50.8704377253955, 6.70140266418457","50.8886993849769, 6.73547744750977",4371,3539
660,53278,"51.017035625616, 7.37724576640176","51.0081500811877, 7.35410711473378",2113,1840
661,53286,"52.1205668353643, 8.20895433425903","52.1236249893185, 8.22017669677735",1266,1106
662,53290,"51.4607534029709, 6.90666675567627","51.4611612736816, 6.91308259963989",591,451
663,53291,"48.2767955056666, 13.0364799499512","48.2667408458396, 13.0507761240005",2648,2128
664,53309,"52.5389053521429, 13.3833754062653","52.5438109104069, 13.3831071853638",850,746
665,53313,"50.9955601801836, 13.782262802124","50.9764162108949, 13.6882781982422",8076,7108
666,53321,"49.5378119762309, 8.66804122924805","49.5385848005301, 8.6788558959961",1106,1064
667,53325,"50.9934465928594, 7.12744474411011","51.0005770323552, 7.0652711391449",4748,3877
668,53327,"50.3386753186974, 8.75833511352539","50.3349609991805, 8.75764846801758",728,638
669,53331,"51.7912049962546, 7.62368559837341","51.772088988916, 7.60995268821716",2707,2222
670,53334,"48.5071352946291, 8.37501525878906","48.5147916054762, 8.36523056030274",2354,2870
671,53336,"50.7542691165146, 7.16626167297363","50.7418054740387, 7.17382550239563",1821,1570
672,53341,"51.5858469452912, 14.3677629623562","51.7393922246375, 14.3148054393532",19823,15975
673,53351,"54.1580851906909, 10.4208755493164","54.1580516810987, 10.4325485229492",1032,866
