,RID,start,end,Distance,Time
1849,69054,"49.8188252736661, 10.7400369644165","49.8222586210234, 10.7269477844238",1269,1059
1850,69055,"48.1526134776954, 11.7251758585917","48.1561993751136, 11.7368488322245",1239,1022
1851,69062,"48.0487099428869, 11.40380859375","47.788034586366, 11.3096033462893",34233,27844
1852,69068,"51.1750652078511, 14.4198989868164","51.1671290926105, 14.4071960449219",1492,1252
1853,69069,"51.319576099674, 7.30796813964844","51.3238572114195, 7.305908203125",1052,912
1854,69070,"50.7862141007223, 6.05106353759766","50.6072235817758, 6.38923645019531",37836,32012
1855,69074,"50.1438098938866, 8.56864929199219","50.1474841764582, 8.56401443481445",620,530
1856,69076,"50.0701822688751, 8.43767166137695","50.0464600166669, 8.45290660858154",4198,3319
1857,69086,"52.6496718092795, 13.197460770607","52.6157414342576, 13.2076907157898",4438,3627
1858,69087,"51.300596275226, 11.2180709838867","51.2946877898078, 11.2915420532227",6242,5477
1859,69090,"49.1997796913907, 10.6454086303711","49.1283984288711, 10.7345008850098",13230,9341
1860,69092,"49.477019990024, 8.66548347577918","49.480483105301, 8.66531181440223",558,563
1861,69095,"48.6986157981764, 9.21392440795899","48.7076267601982, 9.21521186828613",1582,1262
1862,69099,"50.1653505456987, 8.61807274923194","50.1474676330432, 8.63227128982544",2583,2049
1863,69101,"48.0655493351281, 11.6286528110504","48.0706468575985, 11.6256809234619",760,616
1864,69108,"50.8048929933194, 7.13068912737072","50.7907206165996, 7.13939767330885",2322,1878
1865,69109,"52.1545867356309, 14.6246273620636","52.1458293142903, 14.613627345243",1668,1454
1866,69117,"49.3755330463603, 10.1817169273272","49.3756308317151, 10.1763846859831",521,421
1867,69118,"49.0590141617821, 13.2360255718231","49.0955570746611, 13.2508850097656",4951,4417
1868,69124,"48.1482497605876, 11.5580506327387","48.1471971161807, 11.5866751673457",3178,2607
1869,69130,"48.8891030961155, 9.16467189701507","48.8837144120771, 9.1670179340872",781,616
1870,69131,"51.5831072733329, 14.1600723308511","51.559196971029, 14.1326751792803",4702,3754
1871,69136,"53.1632153991455, 8.23719406093005","53.0387944241933, 8.28755378723145",16419,13319
1872,69146,"50.5369971689477, 12.2614116710611","50.5394210460673, 12.2623558086343",338,329
1873,69147,"54.1554230874668, 12.0742052793503","54.1788131876303, 12.0699405670166",3904,3208
1874,69148,"52.4367961756678, 13.3152294176398","52.3959354493042, 13.260054589191",7714,6244
1875,69149,"51.3494038944755, 12.3814260656945","51.271007529733, 12.3382502642926",10722,8190
1876,69153,"48.177201543448, 11.7560234048869","48.1859576591266, 11.7549934366252",1164,938
1877,69154,"52.0745192175676, 7.00756072998047","52.0930498284225, 7.01442718505859",2744,2229
1878,69155,"48.8887320321497, 8.33553314208985","48.8034565928995, 8.43681335449219",15075,13958
1879,69157,"49.5294084637242, 7.21851110458374","49.5324523471538, 7.21879005432129",457,449
1880,69160,"50.8232151906703, 12.9168909788132","50.8190123436101, 12.7577501535416",12755,10969
1881,69163,"51.265579512796, 12.314719195184","-6.07478345971915, -9.05960083007813",-1,-1
1882,69165,"50.0605186403437, 8.2413709165121","50.0351941936995, 8.23764324188233",2953,2304
1883,69166,"51.7715977069958, 9.71637725830078","51.775843135658, 9.70264434814453",1250,965
1884,69167,"47.9070145076063, 11.7846681922674","48.1020492875698, 11.4693975452974",37466,30628
1885,69176,"51.288888802787, 6.80663108825684","51.3122059748034, 6.80886268615723",4100,3336
1886,69184,"48.4924203061126, 8.00245408509","48.6050893419796, 8.20115356349561",27585,27140
1887,69202,"51.4997552243441, 7.45686292648316","51.4942114057221, 7.47705459594727",1898,1527
1888,69204,"54.0992848965329, 10.8136367797852","54.0914704884253, 10.8568954467773",3445,2831
1889,69216,"47.7433367775532, 8.97339248447679","47.7595527598515, 8.97727203264367",2151,1935
1890,69217,"53.5560173570374, 10.0355386734009","53.5302278240761, 10.0361824035645",3747,3144
1891,69218,"51.4621519129675, 7.52548027143348","51.4623283826478, 7.55620765790809",2636,2193
1892,69222,"51.4756163233713, 6.70586585998535","51.4718706674632, 6.70131683349609",751,641
1893,69225,"52.0574449860229, 13.18359375","52.2697261355976, 13.11767578125",27912,22504
1894,69233,"48.5004968070655, 8.08662414550781","48.5005081788028, 8.08525085449219",730,682
1895,69234,"50.0948366493621, 8.65971565246582","51.1998843253514, 10.2195609536203",190583,157309
1896,69235,"49.3503526089626, 8.68864059448242","49.3507374732576, 8.69481611356605",525,629
1897,69237,"52.5498448394946, 13.5590600967407","52.550426277717, 13.5599827766418",124,98
1898,69241,"50.0823436908389, 8.60399007797241","50.0777217875885, 8.5788631439209",2465,1988
1899,69242,"52.39700517472, 10.7555991411209","52.3920229371812, 10.7897114753723",2694,2188
1900,69244,"51.8049951291213, 10.3645384311676","51.8015972530488, 10.3641736507416",1586,1274
1901,69250,"51.4995629831793, 11.954197883606","51.493313755978, 11.9523096084595",1099,847
1902,69252,"51.2071818386527, 6.77625560812885","51.2402144429693, 6.77865886740619",3906,3318
1903,69255,"48.702213536478, 12.0298233692301","48.6909060492964, 12.0211193704745",1901,1683
1904,69258,"52.3712595245987, 9.72774982452393","52.3524977859709, 9.73195552825928",2686,2199
1905,69260,"51.4761286398717, 11.9849109632196","51.4673126481624, 11.946973798913",4652,3773
1906,69265,"52.3047630414209, 9.46204376639798","52.3109974833673, 9.47714996756986",1547,1189
1907,69267,"53.561628694125, 10.0392723083496","53.5597886017138, 10.056266784668",1482,1262
1908,69269,"51.5205326424278, 10.8697700500488","51.5237031149484, 10.86998462677",507,491
1909,69272,"51.1083919444749, 13.6502552032471","51.1204668270307, 13.6514568328857",1672,1633
1910,69276,"49.4645982506194, 11.0743002888921","49.4784588026894, 11.095410346461",2880,2376
1911,69278,"50.1887971339462, 12.117919921875","50.1931713537793, 12.1079635620117",962,838
1912,69279,"51.5487794931669, 6.82908613153552","51.5576494632123, 6.83675765991211",1530,1290
1913,69285,"50.9986594839922, 6.80191040039063","50.9999845588829, 6.78199768066406",1824,1531
1914,69286,"49.9198408349893, 10.931396484375","49.918647488352, 10.9418678283691",811,667
1915,69290,"52.4082835107069, 13.2205009460449","52.410875222265, 13.2097184658051",1513,1237
1916,69300,"54.0911185246077, 12.0982217788696","54.078554815257, 12.0797252655029",2400,2070
1917,69304,"50.9447204784711, 6.92773818969727","50.9436788058994, 6.93066716194153",292,257
1918,69308,"51.7427186435485, 8.50728034973145","51.7421836383144, 8.50200176239014",1485,1192
1919,69313,"48.8177571175781, 11.8480682373047","48.8084989797657, 11.6970062255859",13396,10791
1920,69330,"47.6924179259232, 9.14851069450379","47.6915079849228, 9.15684700012207",821,670
1921,69336,"49.4956813039659, 8.48303318023682","49.4831318634467, 8.49779605865479",3420,2839
1922,69343,"50.9104477509382, 8.04405212402344","50.9425090881532, 8.11408996582031",7694,6831
1923,69353,"50.02651801313, 6.79779052734375","50.009511061914, 6.79744720458984",2284,1961
1924,69356,"49.9967743124143, 12.3036682605743","49.9845101928168, 12.3137426376343",2711,2230
1925,69359,"53.1586226777317, 11.7464917874895","53.1586459173547, 11.774785509333",2664,2186
1926,69361,"49.4556794984214, 11.0680550340112","49.5111738674134, 11.0618247964885",7766,6479
1927,69363,"50.1819750300148, 8.50796699523926","50.1874177695797, 8.50831031799317",1243,1099
1928,69364,"49.4595072166035, 11.0713648796082","49.4658388232627, 11.0935306549072",2270,1889
1929,69378,"47.6957704881828, 10.3549361228943","47.6918663663588, 10.373067855835",1999,1701
1930,69379,"48.2521989732542, 11.6518485546112","48.2584574765393, 11.6408729553223",1356,1098
1931,69381,"51.5632197447069, 6.99962139129639","51.5608725099292, 6.97723031044006",1882,1515
1932,69382,"48.8561599178333, 8.2064437866211","48.8506973448615, 8.20121884346008",971,819
1933,69389,"50.3596520421612, 9.5151047932246","53.8450835384912, 12.9343414097093",514916,421414
1934,69393,"53.748330139637, 9.66762542724609","53.7491806659506, 9.62891578674317",3035,2513
1935,69396,"52.4060627645621, 9.69166874951043","52.3863200486261, 9.70679640769959",2890,2347
1936,69399,"48.1701068493773, 11.4208030700684","47.9965415669111, 11.3612365722656",23109,19284
1937,69402,"51.3074339408128, 12.37384557724","51.2991616283242, 12.3609209078131",1665,1388
1938,69406,"52.5753162954274, 13.3300352100923","52.5798827439493, 13.3417511056177",1549,1300
1939,69409,"49.2628519173623, 11.2945933344599","49.2667236118939, 11.2911257751694",505,432
1940,69411,"51.3072233391249, 6.6782283782959","51.3050770264403, 6.65728569030762",1967,1599
1941,69412,"50.7579614104021, 6.8415641784668","50.7794578052924, 6.8638801574707",3097,2607
1942,69418,"54.1560614068386, 11.9463272136636","54.1594237116782, 11.9346542400308",857,673
1943,69421,"50.0517339039158, 8.79050266730701","50.0314298586347, 8.8118891693739",3743,3041
1944,69427,"50.0015208183217, 8.86252284049988","50.0049339655362, 8.84638130664826",1382,1133
1945,69428,"51.0790474108229, 13.7072896957397","51.0755153244122, 13.6976981163025",946,764
1946,69430,"50.3262036320811, 8.93463134765625","50.3215800221912, 8.95008087158203",1674,1558
1947,69435,"51.1135586837507, 13.7894725799561","51.1097089167597, 13.8165767211467",2556,2282
1948,69437,"50.6719042288204, 12.2648620605469","50.6731893186061, 12.264518737793",116,120
1949,69443,"48.3280853423117, 13.3166313171387","48.319513351219, 13.3207511901855",1500,1227
1950,69454,"52.4703919142175, 13.341815067397","52.4628469909925, 13.3799238930806",3639,3060
1951,69465,"48.7088896351994, 9.00741577148438","48.7116139566176, 9.00462627410889",492,420
1952,69468,"51.9700118700689, 8.45296561717987","51.9577571410301, 8.46820592880249",1796,1489
1953,69471,"49.5079033435411, 11.2838612792257","49.4985810165658, 11.3067426660564",2273,1935
1954,69478,"49.9753549000094, 9.18723106384278","49.9751384152398, 9.1915225982666",533,484
1955,69480,"50.701730997306, 7.66392946243286","50.6928692340263, 7.67528057098389",1671,1487
1956,69487,"52.5347663457669, 13.4952020645142","52.5298527065681, 13.5076904296875",1803,1476
1957,69493,"51.7065020866562, 9.9955673259683","51.701443585117, 9.99144745292142",807,695
1958,69500,"52.5113108631616, 13.3895874023438","52.5744786709507, 13.1736373901367",18978,15615
1959,69502,"51.0853523825866, 10.667724609375","50.6142325697087, 6.93288803100586",306745,254107
1960,69504,"49.4521408132216, 11.0640335013159","49.4626144333866, 11.0461664191098",2113,1731
1961,69509,"54.3147575573643, 13.0828285217285","54.4189832503554, 12.4626159667969",54468,43976
1962,69517,"53.7955898431966, 12.1795463562012","53.776115397066, 12.2396278381348",5868,4763
1963,69520,"51.474902522873, 6.88989758491516","51.4759410889759, 6.89924240112305",969,794
1964,69528,"51.3426766226589, 8.28231811523438","51.431410693106, 8.30291748046875",12595,11042
1965,69530,"48.6319194538148, 12.4320602416992","48.6258282418417, 12.4427032470703",1982,1626
1966,69537,"51.4586064136908, 7.01044464949519","51.4360893420046, 7.05134296469623",4569,4002
1967,69540,"49.2523853925373, 6.85684204101563","49.2610585600268, 6.87641143798828",2087,1721
1968,69543,"50.9904085645087, 11.3254237174988","50.9839933579296, 11.323299407959",1065,820
1969,69545,"53.3445181066664, 13.3089923858643","53.3366390608352, 13.3010101318359",1504,1189
1970,69550,"49.2337828136294, 8.46193313249387","49.225272547395, 8.47772597917356",1959,1606
1971,69552,"50.9025020372423, 13.3287495377954","50.8941117128258, 13.3109321573284",2138,1764
1972,69554,"50.9565921369733, 11.0694408425479","50.9591579250018, 11.0562264922555",1018,796
1973,69560,"48.9100169226876, 9.26286506757606","48.9181057003867, 9.30872869517771",4262,3844
1974,69562,"51.3609959204225, 12.3741352558136","51.3696906674109, 12.3823857307434",1379,1135
1975,69565,"52.134232209156, 11.6174411773682","52.1151079124918, 11.6481685638428",3734,3060
1976,69584,"52.2471553242014, 10.5751991271973","52.2246481935159, 10.5844688415527",3394,2805
1977,69587,"51.5315562477851, 7.41585731506348","51.5162314133767, 7.40366935729981",2608,2129
1978,69588,"49.7443444698102, 6.6285785441869","49.7504509899812, 6.60502338461811",3194,3380
1979,69594,"50.7723133421546, 6.15680694580078","50.5609667984631, 6.42974853515625",36896,31931
1980,69600,"49.7141779651138, 11.0620307922363","49.6865634568562, 11.1047744750977",5607,4817
1981,69605,"50.023336130526, 8.78001093842613","50.0307147074207, 8.77284192742082",1180,973
1982,69614,"53.6400584019955, 10.0464203953743","53.658271383889, 10.0383710861206",2564,2136
1983,69619,"51.4804741914346, 7.14572668075562","51.485498566979, 7.14858591556549",828,688
1984,69620,"53.5993662191577, 9.87140464887489","53.5822335277431, 9.89796066074632",3476,2940
1985,69622,"48.7596219476235, 8.24115801093285","48.7596035593665, 8.23892855631129",1164,931
1986,69624,"48.9553752677881, 9.43614006042481","48.9610673467127, 9.44961547851563",1376,1201
1987,69636,"53.2280669413119, 10.2902412414551","53.2367682716941, 10.304274559021",1774,1421
1988,69645,"49.4168678692351, 9.28900480270386","49.8083247103665, 9.93215560913086",71232,59040
1989,69646,"50.5675656147317, 11.1487197875977","50.5743081905005, 11.1518096923828",1349,1547
1990,69651,"52.5467289163575, 9.55142784223426","52.5434561823923, 9.57053375663236",1586,1337
1991,69659,"53.511645355604, 10.2037239074707","53.5127427019321, 10.2044105529785",141,126
1992,69660,"49.1865249655937, 7.63163673884264","49.1920044648895, 7.6372479201018",858,668
1993,69661,"52.5623306119704, 13.2060384750366","52.5657737052625, 13.2072401046753",442,356
1994,69672,"51.1198768394272, 6.90101265907288","51.1182341389275, 6.89857721328735",527,429
1995,69713,"52.1987957633477, 8.5854721069336","52.1777279803507, 8.64349365234375",5658,4826
1996,69724,"52.5292114373194, 13.6715126002673","52.53235296997, 13.6814689601306",950,756
1997,69741,"49.0362959563339, 12.1288204193115","49.0586376235188, 12.1645259857178",4250,3592
1998,69742,"49.1795272989796, 7.89539336634334","49.1814268719757, 7.89637428475544",818,649
1999,69744,"53.5041988126044, 10.2090597117785","53.5007358504056, 10.2122640504967",723,573
2000,69746,"52.4569037596794, 13.5791187296854","52.4602143284832, 13.5672740946757",1432,1199
2001,69747,"51.4685541186286, 7.08337068557739","51.469727051615, 7.0911169052124",687,566
2002,69751,"49.4679918247874, 10.9950238466263","49.5397659883787, 11.0055541992188",9769,8076
2003,69753,"48.7066542565376, 9.4230365761905","48.7204029022657, 9.42028999415925",2948,2887
2004,69756,"51.2228514444571, 14.1366577148438","51.2253913054006, 14.1050720214844",2745,2831
2005,69766,"54.7914331652668, 9.43143010139466","54.7844112041216, 9.41899538040161",1468,1351
2006,69767,"48.1542110595554, 11.5834007284138","48.1541151495692, 11.593683254323",890,708
2007,69769,"54.0545882642978, 13.7763404846191","54.1559625572193, 13.8178396224976",14503,11711
2008,69774,"51.1132537965347, 6.95697784336517","51.0653975055273, 6.97281432177988",7855,6403
2009,69777,"49.8943985414033, 8.690185546875","50.3089891084607, 8.63525390625",50842,42636
2010,69780,"52.4800481162307, 13.4262085240334","52.4756220105456, 13.4917259373469",5488,4505
2011,69782,"49.4029743029514, 10.9106726649043","49.4004399071603, 10.906428337621",590,505
2012,69784,"48.2967347256205, 10.9001541137695","48.2852561684205, 10.9039306640625",2025,1643
2013,69787,"52.4498564261039, 13.7552261352539","52.4467229451805, 13.773250579834",2196,1922
2014,69789,"53.6545200512321, 10.0859642028809","53.6532054162667, 10.0842475891113",822,692
2015,69792,"51.4463436833818, 7.56271362304688","51.4471710461888, 7.56271362304688",161,136
2016,69797,"52.4971488817096, 13.4088134765625","52.5069471188109, 13.2886505126953",8653,7244
2017,69802,"49.9919049070085, 6.49635314941406","49.9879662595203, 6.50184631347656",834,752
2018,69806,"54.1109328790162, 11.9311866781209","54.1389893533606, 11.8834648153279",6165,4957
2019,69811,"52.4433599169139, 13.3761978149414","52.4667266512631, 13.260498046875",9052,7588
2020,69828,"51.0462218831033, 11.1318969726563","51.0453899673393, 11.135630607605",529,432
2021,69839,"51.4356044435401, 6.76105499267578","51.4367005049694, 6.76067735850505",194,164
2022,69841,"49.5093847890199, 8.54182720184326","49.4692849514061, 8.72348785400391",17684,15096
2023,69866,"53.611726168397, 10.4051170370076","53.6105168162173, 10.4095802328084",481,390
2024,69872,"53.7974425108525, 12.175785060972","53.7863838719156, 12.2458229027689",5200,4220
