"RID","start","end"
42137,"48.206172917143, 11.5521669387817","47.5090411558147, 11.2651062011719"
42143,"50.0742743261811, 7.43903160095215","50.077799030951, 7.36196637153626"
42147,"48.7789308370763, 9.18066501617432","48.8045457581585, 9.19585704803467"
42150,"49.467407303634, 7.76698207802838","49.1448698494201, 7.76027870073449"
42157,"49.3340718204606, 7.5889778137207","49.1520714583668, 7.78038024902344"
42167,"50.6257427978421, 9.49577522173058","50.5128152511898, 9.24478915287182"
42186,"51.7330585778213, 10.2399444580078","51.8179239561717, 10.3250885009766"
42190,"50.2200620113189, 8.65669429298578","50.2201824894598, 8.65668296857621"
42195,"52.3328999428736, 9.83431398835819","52.33371453188, 9.823820113088"
42196,"47.5032949794286, 11.0926478204783","47.6875379079332, 11.1626856622752"
42199,"51.6526700077083, 7.33082056045532","51.6670190648764, 7.25698471069336"
42200,"48.4403762595544, 11.8579387664795","48.4221415117277, 11.8802547454834"
42209,"52.1236200490129, 11.6475677490234","51.761810788082, 10.9561157226562"
42213,"53.5520370307997, 10.0172423198819","52.1627865914211, 10.5380058148876"
42219,"51.46793756484, 7.48958587646484","51.4558040463079, 7.50095844268799"
42230,"48.6988928511018, 10.3567332029343","48.6997020936065, 10.3501617908478"
42232,"48.1403743586862, 11.6015616670484","47.4823993478851, 11.5008232590234"
42233,"53.3056468433287, 9.9565315246582","53.2824584662586, 9.80855941772461"
42240,"51.4564704855005, 6.73659373889677","51.4679164502837, 6.72075773065444"
42243,"48.9459833267185, 9.42970275878906","48.8209970101789, 9.34850692749024"
42256,"51.0120311596628, 11.3422679901123","50.985876133371, 11.3455001986586"
42262,"52.5329874486569, 13.5439112343011","52.5669266091613, 14.0748616517521"
42264,"48.1439465741166, 10.2533585677156","48.0874754915238, 10.2829170192126"
42272,"51.5384479835308, 7.11441993713379","51.5495475338527, 7.12858200073242"
42279,"51.4720151866535, 7.36740589141846","51.4274924994744, 7.27020263671875"
42295,"51.9054327045212, 8.37516975298058","51.8977787417975, 8.3962732877544"
42296,"53.0644325013774, 8.80579948425293","53.1116684187051, 9.03648425426929"
42300,"53.039581865896, 8.59859991047415","53.1299679149837, 8.63558006181847"
42308,"52.7662917817552, 13.238525390625","52.7870809335192, 13.2625579833984"
42310,"52.5005469489585, 13.3160090446472","52.4929446935689, 13.3138632774353"
42312,"49.0035766466774, 8.51842761039734","48.983510442385, 8.42462539672852"
42315,"51.7181311252989, 8.75846385955811","51.7187922602311, 8.76202583312988"
42329,"51.8180316186099, 9.86949920654297","51.6774066499541, 9.73498106002808"
42337,"52.025077360978, 8.5434365272522","52.0235061454287, 8.50341796875"
42344,"53.597815240149, 11.4431190490723","53.5965342552422, 11.4423894882202"
42348,"51.5012727550175, 6.87977314039017","51.5649169572955, 6.86665535060456"
42350,"50.8893906240934, 11.8231773376465","50.8952377736013, 11.8255805969238"
42383,"49.388630550439, 11.3559150695801","49.3868426993572, 11.3463020324707"
42390,"51.0123118492866, 13.8125824928284","51.0662153457659, 13.8515281677246"
42393,"49.4497571741623, 11.1179065704346","49.4582170862832, 11.1236572265625"
42409,"51.5890428924416, 7.20428466796875","51.6636551644809, 7.19089508056641"
42420,"52.5291983833952, 13.4794306755066","52.7463252149242, 13.6339832469821"
42433,"53.4907447366359, 10.258886218071","53.4964429100793, 10.2810788154602"
42441,"50.5645252914413, 8.15769195556641","50.4874249714563, 8.27133178710938"
42443,"50.1248154060529, 8.71410548686981","50.0642468338323, 8.65847110748291"
42444,"49.215578774996, 8.9128303527832","49.1305098253279, 8.90235900878906"
42452,"50.0253379921522, 8.79213523759972","49.9880366200599, 8.72913551225793"
42455,"54.1475564206634, 10.9565234184265","54.178932490972, 10.9720426797867"
42470,"48.8500737046648, 13.4117317199707","48.8570578229979, 13.3911323547363"
42497,"54.7534286780364, 9.18954848195426","54.8211523221544, 9.41789253149182"
42513,"52.5447019702403, 9.73457336425781","52.5480633469816, 9.71534729003906"
42538,"50.3194568923982, 10.2746114725596","50.3803492389462, 10.2660026529338"
42541,"54.4857089822017, 9.42901611328125","54.4881099612316, 9.42111968994141"
42582,"52.1543323477682, 11.5521240234375","51.8129449204851, 10.3559875488281"
42585,"48.4471312074834, 9.09621834754944","48.4433812013801, 9.08800005912781"
42596,"53.5627470488464, 10.0462245941162","53.6242937543012, 10.2008056640625"
42607,"51.9806890977375, 8.51303100585938","52.019982262795, 8.51097106933594"
42616,"53.5224644595483, 10.0032234191895","53.5267887765295, 10.0140380859375"
42631,"51.6982800835705, 10.4260143448482","51.7041654303399, 10.4488002526341"
42635,"52.5001642027932, 13.4674036502838","52.4999151971456, 13.4736156463623"
42636,"52.3588478117381, 9.72538948059082","52.3178958637062, 9.76043801423879"
42644,"50.3673305243901, 7.64077126979828","50.3544424077391, 7.60775327682495"
42646,"51.1947931219953, 6.45758235408721","51.1916212063908, 6.46407652136986"
42647,"49.5762304364314, 12.147583005717","49.5786845206099, 12.1662639621452"
42648,"48.132529093688, 11.5052838320844","48.1299872021923, 11.5237607946619"
42665,"52.5321401971383, 13.376674440733","52.5321692239162, 13.3699796470319"
42667,"52.6276126834009, 13.5164076089859","52.7076662111421, 13.5308790198178"
42710,"50.1688278477419, 8.61996746010846","50.2542425732361, 8.53954410500592"
42728,"52.5654480353465, 13.4133195877075","52.5786563103364, 13.4554158838"
42741,"50.8676518325682, 12.074797154346","50.877206704892, 12.0568656991236"
42746,"51.8232981240392, 6.93580627441406","51.8536153951527, 6.9378662109375"
42749,"51.014567110063, 13.7849020957947","51.0315834948263, 13.7700748443604"
42773,"51.762534588118, 8.65044593811035","51.7558888047407, 8.70726585388184"
42788,"52.4710682229867, 13.432349753275","52.4712929818382, 13.4379705907486"
42790,"49.4220495216265, 8.42848777770996","49.3951146901522, 8.47208976745606"
42801,"52.373516301661, 9.73972320556641","52.3668871274734, 9.78796005249024"
42808,"50.5465992062142, 11.3452143967152","50.4017523933381, 11.8203163112048"
42830,"50.3541220423542, 7.59193897247314","50.3216677040527, 7.55902290344238"
42834,"50.9395857565617, 6.20997369289398","50.7289835596312, 6.30675315856934"
42839,"48.6345251901306, 11.7852401733398","48.713664733068, 11.3787460327148"
42859,"51.4600360310289, 7.56820678710938","51.6309755733056, 7.53662109375"
42865,"50.9941047647981, 11.0291147232056","50.9461202684509, 11.0180854797363"
42874,"49.2608662439414, 11.2288856506348","49.3189330716641, 12.3350715637207"
42900,"52.0296834111357, 8.90201568603516","52.0436224446916, 8.93428802490235"
42932,"52.4467525895518, 13.3717346191406","52.4458440659601, 13.3732795715332"
42942,"52.5258825609947, 7.31483459472656","52.5494697139725, 7.24960327148438"
42945,"48.0746214034705, 8.73862266365905","48.0761568062805, 8.73061133965166"
42947,"53.6344678110397, 10.0964516401291","53.6352770056838, 10.1051527261734"
42948,"50.1109574659362, 8.76604270830285","50.1382416179593, 8.76724433794152"
42951,"51.583203275904, 7.62145614833571","51.6325950041593, 7.62488937587477"
42980,"53.4739738462381, 9.70161437988281","53.4766461662827, 9.73114013671875"
42987,"53.6842223061836, 9.98785972595215","53.6987949973576, 10.0684976577759"
42990,"49.0438319081037, 8.37244033813477","49.0500201699304, 8.36986541748047"
43006,"53.4672232288792, 9.80890274047852","53.4627318704433, 9.81645584106445"
43017,"48.8000796382796, 8.44316482543945","48.8005319216812, 8.49878311157227"
43050,"49.1387799117961, 9.41014409065247","49.1204030913447, 9.38180923461914"
43071,"53.7354652795595, 10.598991389852","53.7072005388581, 10.7434272870887"
43082,"48.486058058403, 9.19826030731201","48.4471815793129, 9.20386075973511"
43102,"51.7529825949276, 11.9914627040271","51.7499737944368, 11.9966697675409"
43103,"50.0820585551962, 8.83870661247784","50.0774212782568, 8.84659766976256"
43111,"51.2754769678566, 6.23991250991821","51.3325637007609, 6.11698150634766"
43131,"48.8710551326065, 9.2238979350077","48.8582839426934, 9.18998622946674"
43135,"54.6678749403745, 8.92192840576172","54.6019032516363, 8.82305145263672"
43140,"52.2684200005955, 8.04600477218628","52.1579271405101, 8.0119514465332"
43154,"50.8065737447072, 12.9130125045776","50.8402092102875, 12.8117430210114"
43160,"54.1146023927744, 12.1378326416016","54.2431505550578, 12.199330329895"
53172,"52.545746346846, 13.4321367309713","52.5815393349533, 13.477069497967"
53173,"50.9224811007051, 13.0423507685191","50.8970302697136, 13.0581436151988"
53177,"50.9409675395845, 6.96947657241043","50.9382991143788, 6.97131384455133"
53179,"53.6153225168467, 9.9620246887207","53.5914381851302, 9.96078014373779"
53182,"50.9875324327126, 7.1141887747217","50.9614735955763, 7.08820033818483"
53189,"53.8951033323392, 9.12902712821961","53.8992372094553, 9.16512966156006"
53195,"53.5510396332202, 10.0901538133621","53.7066490914487, 11.3760979003184"
53212,"50.1186244075093, 8.13331604003906","50.1034117879794, 8.19854736328125"
53213,"48.746616163185, 9.18546295113629","48.574961553702, 9.0645446756389"
53220,"50.0036969943472, 8.56687802821398","50.1059413045936, 8.67601031583035"
53222,"52.6247273557371, 10.0802650430705","52.6254177025175, 10.0792350748088"
53223,"50.1310232528432, 8.62431244226173","50.1316601132423, 8.62329572395538"
53228,"49.5425879740155, 11.2678527832031","49.5800000397962, 11.2740325927734"
53229,"48.7422855901928, 11.5685418248177","48.7340368635081, 11.5828996896744"
53233,"49.369936842457, 7.14672088972293","49.3704454444956, 7.12912559596589"
53241,"53.8690359432142, 10.7345392007846","53.868193664795, 10.7091333169956"
53245,"51.0846550551679, 13.7172031402588","50.7973639227152, 13.668794631958"
53246,"48.76406290788, 11.4240646362305","48.7481270932265, 11.3986587524414"
53260,"51.3240298555468, 6.98421478271484","51.3216446272066, 6.86199188232422"
53272,"53.3765428514158, 7.18409729423001","53.3391485565472, 7.0472660069936"
53276,"51.1615154161315, 14.986095430213","51.1566886936505, 14.993190774112"
53283,"53.504217533784, 10.210384366801","53.4965526858199, 10.1482601155294"
53308,"51.9696537299656, 10.3293371200562","53.1246569662493, 12.5418745339744"
53326,"48.6574758620432, 13.6316299438477","48.8830616720584, 13.4851417795289"
53331,"51.7912049962546, 7.62368559837341","51.772088988916, 7.60995268821716"
53344,"53.5344123036715, 9.96693730342486","53.5557605118842, 9.98050165129826"
53346,"50.0104142982273, 8.44436645507813","49.9956087347638, 8.49449157714844"
53354,"53.4930964230428, 10.2325160801411","50.4384504903629, 7.99109653802589"
53363,"52.2660694351423, 8.05213630199433","52.3411339630904, 7.97790884971619"
53372,"52.936115234899, 6.97957791388035","53.7676489971964, 12.6917141047306"
53381,"51.053822807649, 13.665758372008","50.8765893018413, 14.1681232379051"
53385,"50.1156232048175, 8.68658065795899","50.1187000801026, 8.67945671081543"
53401,"48.3819058453849, 10.8654640358873","48.3191545214357, 10.9216645447304"
53406,"50.8826862527842, 11.6097164154053","50.8871291687343, 11.6018199920654"
53409,"48.0922985294555, 8.63525390625","48.5227158392922, 9.05204772949219"
53415,"51.9909269671363, 8.63648985978216","52.0021777014269, 8.60377812810647"
53416,"53.6024130840101, 10.133255863143","53.6190740863418, 10.2057800793409"
53427,"52.1500354948938, 9.94418568261608","52.1402925203079, 9.95050191879273"
53434,"51.1309297840575, 7.91590026346967","51.1292731820238, 8.15569729311392"
53451,"51.475757879305, 7.20781981945038","51.4901331520548, 7.22500562580535"
53456,"49.4705085561915, 8.39252471923828","49.3492284796491, 8.35346282925457"
53476,"53.1215706818177, 13.5091683268547","53.1179327303914, 13.5249423980713"
53485,"52.3293790707153, 9.69337463378906","52.3145901092706, 9.71551895141602"
53488,"51.3491470475948, 12.4313682317734","51.3557919019035, 12.4455953101278"
53493,"52.590368231543, 13.33396508242","52.5776271818972, 13.3634844166227"
53501,"52.5109554897516, 13.3976947726445","52.5116138964767, 13.3982992172241"
53506,"52.5116308134318, 13.4635144472122","52.4174977932983, 13.1197786331177"
53514,"50.8040667780651, 6.49459362030029","50.775662048441, 6.4984130859375"
53521,"53.5462058180804, 9.97109924147026","53.5480769093915, 10.0025320909481"
53527,"51.3512294435255, 12.2968919279811","51.3681581535626, 12.3047389963176"
53529,"49.4433798903639, 6.63848876953125","49.5053771542267, 6.52725219726563"
53542,"50.7763235295753, 7.18746185302734","50.7518908603216, 7.20128059387207"
53552,"50.1209852215305, 8.69411766529083","50.0726098534616, 8.70220184326172"
53570,"52.6080580376307, 12.4008178710938","52.6532113927985, 12.4152374267578"
53571,"50.6631293185579, 12.2010040283203","50.6970448036906, 12.2538757324219"
53581,"53.4107179638009, 7.09291934967041","53.4133927738542, 7.25749969482422"
53616,"52.9353966586232, 8.14739227294922","53.6179684267129, 8.51526260375977"
53636,"50.487345670194, 7.2379913914483","50.4513912463839, 7.51256100833416"
53640,"53.5775823641883, 10.0690984725952","53.6214430197643, 10.056266784668"
53642,"50.6109260540785, 10.6901248500799","50.5988009968701, 10.6859649330227"
53654,"52.0615302472348, 8.63091857114341","52.057242132386, 8.5649585723877"
53656,"52.0417606418731, 10.3759002685547","52.0146694540527, 10.4109191894531"
53658,"50.9322822054967, 10.0499075185508","50.9375257861767, 10.0060849904548"
53671,"52.2127508875127, 11.8142754683504","52.3254356836819, 11.8854536327126"
53691,"48.8682179332732, 8.67248186201323","48.8739687551211, 8.65754732221831"
53703,"50.9225544468101, 6.36005401611328","50.6934636959628, 6.46648406982422"
53708,"48.5619349983005, 10.6848907470703","48.6210765824726, 10.7813404686749"
53721,"49.3886515014331, 7.06704139709473","49.3912192096354, 7.06008306489821"
53725,"49.1956152946598, 7.1495246887207","49.1803568665292, 7.14231491088867"
53731,"51.2215332029758, 6.7773364885943","51.1832020498135, 6.79594845809334"
53732,"52.204897832944, 8.10413360595703","52.1783595669853, 8.07769775390625"
53748,"53.539944117412, 10.1728506087602","53.5096913286851, 10.145157337156"
53749,"53.6027410582725, 10.0523496099822","54.3041814010084, 10.7715061702766"
53761,"49.1981851115193, 8.39018382132054","51.4034782371371, 9.82621001120089"
53764,"48.7209427280287, 8.74092374491738","48.8162085675628, 8.70796476054238"
53769,"49.0073577551969, 12.0872642563336","47.8441746248073, 12.0579099585302"
53778,"53.6211631756686, 9.92700708273333","53.5438178932049, 9.9893952241473"
53788,"48.7720053539025, 9.14963722229004","48.6510569574478, 10.283203125"
53801,"53.562966680521, 9.91155274297853","53.5807979308693, 9.89534255593753"
53806,"49.5599628247895, 8.08387085173308","49.5638930133313, 8.09820285841852"
53824,"50.1835121124187, 12.0911407470703","50.2073908495613, 12.0746612548828"
53829,"47.8536833753773, 12.0575523393927","47.8588483364438, 12.0646119109006"
53837,"53.6412856737313, 9.93298771732953","53.5308394996677, 9.90941047668457"
53861,"52.4832261557232, 13.42529296875","52.5292558002359, 13.436279296875"
53871,"51.6623455704016, 6.9672203011578","51.7726770082733, 6.85237883473747"
53880,"49.9936154625411, 8.66123914718628","49.9430680793443, 8.55354309082031"
53887,"50.8665905607198, 6.19649492204189","50.8691364891564, 6.19147382676601"
53891,"49.9630740671065, 8.23533927650033","50.0138606125766, 8.17722779349424"
53910,"50.6577863238312, 7.07210540771484","50.6449245237157, 7.07304954528809"
53918,"48.6026412235019, 11.631968440488","48.6049565609806, 11.6360883135349"
53921,"52.7852976486899, 8.24820578098297","52.9129220459672, 8.17938951775432"
53935,"54.2413261321826, 12.432918548584","54.2600538826219, 12.2912120819092"
53960,"50.4590613527255, 8.31527709960938","50.5186795119065, 8.36883544921875"
