"RID","start","end"
67389,"51.8358305567107, 6.69754028320312","51.8384093693984, 6.72569274902344"
67392,"48.0415372317904, 7.58335590362549","48.0197834661528, 7.58829116821289"
67395,"53.0522058969121, 8.76117110230552","53.0486453838381, 8.75259160951828"
67398,"48.0518503232928, 8.18464279174805","48.0486372646574, 8.16919326782227"
67401,"53.5541786139464, 9.96524333953858","53.5578241549895, 9.95380640029907"
67404,"49.007952951865, 8.42445373535156","48.9919045796338, 8.4261703491211"
67409,"48.2730690374568, 13.0204296112061","48.2865626251281, 13.0371150991414"
67413,"52.3586467646715, 9.85179662704468","52.3505506397214, 9.8500230990901"
67417,"52.4349012950172, 13.5430955886841","52.4442342679086, 13.5461854934692"
67421,"51.4929814883103, 11.9701516628265","51.4931169645463, 11.952588558197"
67423,"48.1247595823739, 11.4774918313196","48.1221643459755, 11.5103364276001"
67425,"50.2991506321106, 12.1900177001953","51.1851966975389, 10.3848724463023"
67428,"51.5158626470796, 7.11349725723267","51.5161813391487, 7.13154315948486"
67432,"53.2417457827333, 10.4196310043335","53.2560740844647, 10.4073464870453"
67434,"51.1215934712896, 14.1852633655071","51.1324229565335, 14.2000329494476"
67437,"50.0123861902766, 9.29580688476563","50.0024763558794, 9.31456089019776"
67438,"53.5857268615198, 10.1510345935822","53.5748319960436, 10.1201248168945"
67440,"51.9104683743173, 12.7870559692383","51.9214449700921, 12.784309387207"
67444,"53.6283086364121, 9.95515823364258","53.6169605184853, 9.9385929107666"
67447,"50.1842797050538, 9.16017722454854","50.1900509263397, 9.167402026942"
67451,"50.8176017831118, 12.8931427001953","50.8092216774783, 12.9027986526489"
67453,"52.6044445374528, 11.8584365886636","52.6123513683822, 11.8598098796792"
67454,"53.0726805248061, 11.8721008300781","53.0793581611815, 11.8647623062134"
67455,"52.2999050633101, 9.74802732467652","52.3007128775187, 9.75620269775391"
67458,"50.1153084546102, 8.09670925140381","50.0498643242486, 8.1075668334961"
67461,"49.7012109253268, 8.62157821306027","49.7278984201365, 8.62638473161496"
67463,"52.4322706565533, 13.2658195495605","52.439521156245, 13.2529449462891"
67465,"51.0940553226733, 6.84182167053223","51.0523190878405, 6.79804801940918"
67466,"50.0992345245429, 8.68417739868164","50.0601367553567, 8.69516372680664"
67468,"49.4437286831384, 11.0425901412964","49.4449232795893, 11.0391283033096"
67477,"51.9985266392262, 11.7536888143513","52.0622289130211, 11.8023729327251"
67480,"48.0884855243474, 11.640525340772","48.0873077876879, 11.6363625523809"
67482,"51.5811904563336, 6.41070127378043","51.5796850890708, 6.42145872094261"
67483,"51.0034649157194, 9.71603393554688","51.0120518582817, 9.6895980834961"
67487,"53.1480596320254, 8.21865320205689","53.1448707348801, 8.25262069702149"
67494,"49.2361002294922, 6.99460029602051","49.2585831341389, 7.01279640197754"
67496,"54.0830159288238, 13.4151273962561","54.0847081698846, 13.4306806324821"
67499,"54.1315772200473, 8.84890364133753","54.1336675085915, 8.83893227590306"
67503,"51.327179264237, 9.17090607108548","51.3169663428646, 9.49730302789249"
67510,"50.609060126745, 12.6347751606954","50.6131905001783, 12.6315135945333"
67511,"52.2894907317968, 8.01555633544922","52.2914774932913, 8.00851821899414"
67517,"50.8289135361366, 6.97803497314453","50.7794934208548, 7.00644493103027"
67522,"49.7438990249853, 8.23494786804076","49.7257115382736, 8.22001332824584"
67529,"51.1893195403452, 14.4243621826172","51.1909484703455, 14.4219589233398"
67537,"49.5929233634171, 11.2233924865723","49.5903727040554, 11.2245941162109"
67538,"52.2474885800967, 13.3814978599548","52.250665552215, 13.3713698387146"
67541,"48.9808338220282, 8.39447307691444","48.9787072559234, 8.3831262588501"
67543,"50.6614194605417, 7.15395033359528","50.6346773470968, 7.06782996654511"
67545,"53.7817394991129, 12.1776688098907","53.7820184260807, 12.157187461853"
67548,"51.081331889125, 13.0794811248779","51.0793961115302, 13.0993938446045"
67551,"50.6460644011601, 9.41390991210938","49.8733027434239, 8.65040302276612"
67557,"52.3222387710617, 9.82572555541992","52.3384074597636, 9.8462176322937"
67559,"49.3735509379019, 12.3548585548997","49.3858295566831, 12.3796234326437"
67560,"50.6333914296424, 7.94257449946599","50.6288699131862, 7.94273757725023"
67568,"51.2073806422907, 6.43114822916687","51.2106938251377, 6.4285683631897"
67570,"53.5801511235242, 8.0876884481404","53.5959348030693, 8.10313797206618"
67577,"53.4997928427491, 10.2505016326904","53.5006783018226, 10.2483179347473"
67585,"48.2064285381523, 11.3313674926758","48.1915655432699, 11.3033437728882"
67588,"49.450764635681, 7.78401669089362","49.4294711125069, 7.80028283188585"
67593,"48.1185714890573, 11.5662689250894","48.0963028125444, 11.5504417388001"
67595,"52.1463157965157, 9.53315019607544","52.1516211353788, 9.55123901367188"
67600,"48.7849196020601, 9.2069935798645","48.7928288549858, 9.19562101364136"
67606,"49.8966265844932, 10.8814001083374","49.8771625051882, 10.9023857116699"
67612,"51.9371362262997, 7.60715603675635","51.9432031685378, 7.59509754338069"
67616,"49.627655150265, 11.5516090393066","49.6386000473453, 11.5555357933044"
67617,"51.1634203951128, 6.86838626861572","51.1575481014176, 6.86641216278076"
67619,"49.4810519036563, 7.6320991537068","49.4762141243425, 7.65063858241774"
67620,"48.7372008629193, 10.7878875732422","48.744361961948, 10.7911920547485"
67624,"50.2247097655628, 8.68280410766602","50.2241331796477, 8.69241714477539"
67626,"52.5396141810695, 14.26025390625","52.4071262721366, 13.0935184657574"
67629,"50.9892042713416, 11.0293250081304","51.0666003231453, 11.0884323832579"
67634,"51.5042949759793, 10.7943534833612","51.5000758104032, 10.7969069496176"
67636,"52.6474713172272, 9.22490268945694","52.6526923354518, 9.2695426940918"
67637,"49.1150346969334, 8.514404296875","49.0147948134014, 8.40230941772461"
67640,"47.6127596961454, 9.88082885742188","47.6123004167133, 9.88391876220703"
67643,"52.5013435724303, 13.5054481039333","52.6210053743908, 13.3554697023646"
67647,"52.154845339731, 8.05459642593632","52.1552310860262, 8.05871202028357"
67648,"52.6024014794843, 11.5337279252708","52.5848641761064, 11.5559095004573"
67651,"51.0466283818041, 8.39286804199219","47.6387909889048, 12.83203125"
67659,"51.4353645004998, 7.00507164001465","51.4297217135795, 6.99193954467774"
67661,"53.4977422187235, 10.0891313560714","53.4866939026268, 10.1015510590514"
67664,"52.5508562110301, 13.546829350671","52.5553456259793, 13.583564885339"
67667,"49.870873383201, 6.67084693908691","49.8720959150151, 6.67376518249512"
67675,"52.5074059762588, 13.3650290966034","52.5112063890994, 13.3650827407837"
67677,"51.6727946752013, 7.64167785644531","51.6755790813521, 7.64270782470703"
67680,"54.7736461421079, 8.97880552802235","54.7762410805839, 8.9786910940893"
67685,"51.1451307269569, 6.72141194343567","51.1463498150102, 6.73298835754395"
67706,"54.1528094087399, 10.9598922729492","54.1498091293565, 10.9815216064453"
67712,"48.1469542636368, 11.5529233217239","48.1518862464771, 11.5940952301025"
67713,"47.996167275885, 7.83634185791016","47.9568774493961, 7.85007476806641"
67715,"49.1027279226976, 8.57311248779297","49.0532752633972, 8.5250473022461"
67717,"51.0923914099893, 9.5389938284643","51.0843874381835, 9.54429388002609"
67721,"49.4433724495379, 7.76613235473633","49.4471274225995, 7.72411823272705"
67725,"53.6297815124458, 9.98923301696778","53.6531195741056, 10.0014209747314"
67729,"49.4117061456355, 11.0775661468506","49.4074566520966, 11.0776519775391"
67736,"49.8329742656324, 8.46857070922852","49.8305640988372, 8.46582412719727"
67737,"50.0084147446517, 8.36008071899414","50.0042309268077, 8.36883544921875"
67738,"47.7679453755667, 9.16173934936524","47.8110794489951, 9.16688919067383"
67741,"50.5315161669133, 8.71490478515625","50.4522668583056, 8.67386363446713"
67744,"51.0406923244387, 13.7842717766762","51.0689087902482, 13.8056087493897"
67750,"51.3102414215082, 12.4605560302734","51.3140481139863, 12.4603843688965"
67753,"49.2482646443991, 8.68899821361993","49.257700390148, 8.6980783934996"
67755,"50.8154099239221, 6.82261074660346","50.8167433100682, 6.86037624953315"
67760,"48.813009569576, 8.30600738525391","48.7708836623001, 8.26858520507813"
67763,"49.8092992280825, 9.98562812805176","49.7888007975678, 9.97206687927246"
67766,"50.5823918764569, 12.7015686035156","50.5795033018046, 12.6974487304688"
67770,"52.5078924735631, 7.13274478912354","52.5687551641115, 7.11793899536133"
67771,"50.7471280453859, 7.28187561035156","50.7482311812204, 7.29114532470703"
67774,"53.6386463129888, 10.4097175598145","53.6279491577827, 10.4454231262207"
67786,"49.1232685717624, 8.52256250407663","49.1407976919174, 8.51452445669566"
67787,"52.4112155367139, 13.3302354812622","52.3936204569945, 13.3234977722168"
67789,"51.0413988455218, 7.2115459440829","51.0723730689873, 7.29433822605642"
67792,"51.8006040473113, 8.02823781967163","51.7924154454768, 8.03921341896057"
67796,"51.5407301680876, 7.10566520690918","51.544840480811, 7.10738182067871"
67798,"53.0546172577371, 8.73622298240662","53.0688708291869, 8.7326717376709"
67807,"49.5063734330856, 8.62778663635254","49.5181878925646, 8.61834526062012"
67811,"51.488772965903, 6.93414330482483","51.4934219411634, 6.92565679550171"
67815,"51.5270282258913, 7.01193809509277","51.5228980563604, 7.02866435050964"
67822,"47.7760779502188, 10.6173831225533","47.7653236311327, 10.6483697917429"
67824,"50.0996749780638, 8.73361587524414","50.0786474087742, 8.73207092285156"
67836,"52.5679579545023, 13.5714626312256","52.561692262858, 13.5651111602783"
67837,"48.1378440925492, 11.5836393507198","53.7721554717697, 12.7638993589151"
67849,"51.5686607614909, 7.24622368812561","51.5682783464148, 7.26333618164063"
67857,"48.1570363736323, 12.8308930189814","48.1357493074033, 12.8123535902705"
67858,"51.7468287074977, 14.3063932657242","51.7396855058489, 14.3069887161255"
67862,"52.415779860385, 13.2514429092407","52.421366170741, 13.2422161102295"
67867,"53.4949690028274, 10.1295232851408","53.5164938809742, 10.145431994606"
67872,"50.7671221125021, 6.94387435913086","50.7484260106052, 6.88756942749024"
67873,"48.1127479373953, 11.5228933095932","48.122990539131, 11.525913476944"
67877,"51.5721000834028, 13.0619382861187","51.5712669107684, 13.0693435692228"
67882,"49.466687740254, 8.47492218017578","49.4571936749674, 8.45071792602539"
67884,"50.516919485758, 10.8544921875","50.7670415851565, 11.590576171875"
67888,"50.0146406670111, 11.8460083007813","50.0247293609527, 11.8231773376465"
67889,"49.7835413674128, 9.87688064575195","49.780611927555, 9.86040115356445"
67891,"52.1342628922008, 10.6444948090939","52.1386058926067, 10.6367119736387"
67893,"48.1459028453379, 11.4068341255188","48.146861426505, 11.4104497432709"
67897,"53.5033409680347, 8.6967945098877","53.5029564957827, 8.69782447814942"
67899,"50.8783710837453, 6.87726974487305","50.9052012761168, 6.90413475036621"
67900,"52.530901887716, 13.3966684341431","52.5148524277551, 13.3722603321075"
67902,"51.0241752908272, 11.5116119384766","51.0116823997298, 11.5212249755859"
67905,"53.6918341254555, 10.0297451019287","53.6969708810251, 10.0200462341309"
67906,"48.4089356555427, 8.88896942138672","48.4048261508068, 8.89617919921875"
67912,"53.5090008682124, 12.6919215925227","53.5062128605121, 12.6928550009325"
67913,"48.0962177806763, 11.5224266052246","48.0956349763815, 11.5222549438477"
67916,"48.0864907629057, 11.599348069285","48.1635204296831, 11.4565448462963"
67921,"52.3690738615249, 9.72479793137609","52.3541571834482, 9.74595178078744"
67926,"52.9140780505118, 12.7908325195313","52.9644704726018, 12.8079986572266"
67928,"49.0098045168217, 12.3729164596443","49.0269129279082, 12.3334751097718"
67929,"51.2721382202485, 9.55158233642578","51.2686311856179, 9.54922199249268"
67937,"48.764916261593, 9.28756713867188","48.7688852158834, 9.29821014404297"
67939,"49.4161323829605, 11.1902940273285","49.413642509982, 11.1879658699036"
67943,"51.3327513933992, 12.3867244709982","51.3173163697957, 12.3642368306173"
67944,"51.1322269484285, 6.30911350250244","51.1588518118066, 6.13037109375"
67946,"50.8280071380631, 12.7109026908875","50.8669054237658, 12.6136779785156"
67947,"49.4673421395474, 11.0109096764427","49.4741870296784, 11.0014557851537"
67954,"50.3879736576059, 8.06909561622888","50.3894641932437, 8.06984814480529"
67955,"51.7394610736738, 8.37600231170654","51.8001429323718, 8.43887329101563"
67960,"52.35173061741, 13.4157142660115","52.3819284171758, 13.4678993246052"
67961,"54.319578695452, 10.1305747032166","54.3236921718778, 10.0993537902832"
67962,"52.0162228735266, 12.9921698570251","52.0439919811322, 13.02978515625"
67964,"52.4897279734426, 13.349876711145","52.4819402047573, 13.3323812484741"
67975,"51.4278052314925, 6.84242248535156","51.4287768611657, 6.81615829467774"
67983,"54.2976453120245, 10.2173763513565","54.2850249103687, 10.2566385269165"
67984,"53.6051366823406, 10.0508165359497","53.596681894812, 10.0246381759644"
67988,"47.6904102571896, 9.83482360839844","47.688135287342, 9.82521057128906"
67990,"50.4242768044436, 11.1585956811905","50.4196630843337, 11.1418814063291"
67994,"49.3036357618712, 6.82328224182129","49.2922103929963, 6.81697905063629"
68000,"49.4547492568622, 10.6460972351488","49.4541992381973, 10.6527047287091"
68015,"50.1710655849153, 8.39197754859924","50.1751741683332, 8.3881151676178"
68019,"52.5039187104333, 10.513916015625","52.5043530011281, 10.5142593383789"
68021,"51.2550529496037, 6.86842918395996","51.2501190646668, 6.8675708770752"
68022,"50.8805643695415, 6.87744140625","50.8116194758949, 6.81873321533203"
68035,"50.9491665481927, 10.7039451599121","50.9647192768291, 10.656909942627"
68047,"48.8615668621891, 9.88546371459961","48.8624597282709, 9.86898422241211"
68051,"52.5131809492644, 13.4036503669631","52.5095696580096, 13.3839611362782"
68052,"50.0972524335866, 8.85498046875","50.1138142228725, 8.87502193450928"
68059,"52.3748236812843, 7.59917450370267","52.3946260829901, 7.61125946883112"
68065,"51.0110613794626, 13.815393447876","51.0342267216665, 13.7703323364258"
68067,"52.5023382479279, 13.4774780273438","52.4905237973251, 13.4829711914063"
68070,"52.526894304997, 13.4250622987747","52.5261436584522, 13.4331464767456"
68083,"52.5033370372834, 13.1845378875732","52.4989080572841, 13.1685733795166"
68084,"52.5659298140144, 13.5051155090332","52.5734500923454, 13.4889793395996"
68086,"48.1805095850018, 9.11642074584961","48.2023670520654, 9.10706520080567"
68087,"51.4789306883373, 6.90911293029785","51.4903140483083, 6.90297603607178"
68088,"49.302320545066, 10.5746841430664","49.2405112846555, 10.8599853515625"
68094,"50.7312257453479, 7.07659649888228","50.7245263703971, 7.09264039993286"
68100,"51.3628363797114, 12.3848748207092","51.3567825945798, 12.3730248212814"
68103,"51.5892556946958, 13.8196930708364","51.590414768662, 13.8464722456411"
68111,"49.4107855986785, 6.97945117950439","49.4121822274253, 6.97607159614563"
68122,"50.3574962301579, 11.1636963102501","50.3465424330227, 11.1533966276329"
68124,"47.8714962558379, 8.8148689235095","47.8735323266748, 8.8065361972258"
68125,"49.4157237746766, 11.0141319036484","49.4136173378684, 11.0188364982605"
68129,"53.5054716143262, 10.2170276641846","53.5066814224899, 10.2068996429443"
68136,"49.1507802704932, 7.77351379394531","49.1595267083988, 7.78072357177734"
68138,"54.4178062817699, 13.4288406302221","54.4267901033357, 13.449938893209"
68143,"48.9602871899033, 8.63830089569092","48.9550655046043, 8.63615512847901"
68145,"48.6518044934188, 9.28868293762207","48.6527145615234, 9.29924011230469"
68147,"52.6442388064384, 13.7409878968538","52.5990439667841, 13.6199569911696"
68151,"52.4441362830221, 13.4592604637146","52.4337308817082, 13.4499049186707"
68154,"47.7623006937887, 11.5542800899129","47.7694672103341, 11.5435649870778"
68155,"50.9859714533931, 11.0188686847687","50.9929226125812, 11.0173988342285"
68157,"49.9757445118554, 8.33885478816228","49.974751845867, 8.32624626054894"
68160,"51.4479970557096, 6.68125051211973","51.4569707606068, 6.68293404422002"
68162,"52.1946132576123, 11.1483764648438","52.2421824639397, 11.1943817138672"
68167,"50.8113796592214, 6.06210350990295","50.8118470040034, 6.05552673339844"
68172,"52.0062409256448, 8.51827526144916","52.016619956571, 8.50071644927084"
68173,"53.6723709788545, 10.1222244107885","53.6745288249638, 10.1204003179373"
68175,"48.2363506144494, 12.6922988891602","48.2612592233222, 12.707576751709"
68177,"48.7817587331093, 9.20379638671875","48.7807747317357, 9.13774967193604"
68185,"48.8974665727085, 9.29391860961914","48.8999580636593, 9.29580688476563"
68188,"48.5902767858945, 9.23543929704465","48.6093319512143, 9.18614387337584"
68200,"49.2970453334551, 8.92072677612305","49.299746851056, 8.93235683441162"
68203,"52.3760707573598, 11.986083984375","52.3899342892245, 11.9599914550781"
68205,"51.0379153827644, 13.7003695964813","51.0650958965462, 13.6911857128143"
68208,"48.8060861946026, 9.0142822265625","48.7836930989691, 9.05814170837403"
68211,"52.5431145188253, 13.4258232079446","52.5388919952164, 13.4347476717085"
68213,"53.8104533798438, 9.61993789882399","53.8152068416616, 9.62543106288649"
68225,"51.5677873499168, 10.2461242675781","51.581556581708, 10.290412902832"
68229,"48.6982499786541, 8.14201352186501","48.6994254323844, 8.14258575439453"
68232,"51.8700391794472, 10.2864646911621","51.8982746556439, 10.2923011779785"
68237,"51.398748811833, 7.80029296875","51.9525037814136, 8.44573974609375"
68239,"51.7609732021528, 7.89213180541992","51.7651808969061, 7.88608717957686"
68248,"51.8118829760024, 8.49566531338496","51.8183915213343, 8.53675461024977"
68251,"49.4907162724779, 7.635498046875","49.4922731979207, 7.63270854949951"
68252,"51.5844750340752, 10.6179535388947","51.5797213696362, 10.6419968605042"
68259,"51.4253496981039, 6.85246467590332","51.4277097959312, 6.87014579772949"
68267,"51.5748425185613, 12.2655487060547","51.6063123646115, 12.3644256591797"
68270,"53.2931436130456, 9.82246398925781","53.2594757092433, 9.8272705078125"
68274,"48.7177403754499, 8.9600157737732","48.7698133225217, 8.73481750488281"
68276,"54.4494824399475, 11.1530113220215","54.4548716875053, 11.0067558288574"
68277,"50.8698276813152, 12.958205938121","50.8452590016754, 12.9631948462338"
68283,"48.6988027298887, 12.6077830069698","48.6986543376529, 12.607096361462"
68286,"54.110198264723, 10.7920761150308","54.1008484302701, 10.9013214195147"
68295,"51.3457361579308, 7.49113083409611","51.333879328762, 7.49415207013954"
68304,"48.7776155755398, 9.15379786478297","48.7642137814337, 9.14298534131376"
68307,"52.5116830499895, 13.1851387023926","52.4998711107529, 13.1833362579346"
68308,"49.9548150430303, 8.46213340759278","49.9512215965801, 8.43982813123148"
68312,"53.5697157611646, 9.99716699123383","53.5595845669388, 9.98736083507538"
68315,"50.868017342512, 6.69731344401953","50.8692351514661, 6.72032219648827"
68327,"49.118060824874, 8.27776908874512","49.127166184061, 8.27570915222168"
68329,"52.4983313249302, 13.3504056930542","52.4923194391217, 13.3588600158691"
68332,"53.5061326744035, 10.2111053466797","53.5030954884879, 10.2071142196655"
68338,"48.1012133296721, 11.6509795188904","48.112772590926, 11.6397571563721"
68342,"52.3683086843897, 9.75264608860016","52.3583044066706, 9.74324226379395"
68345,"53.1040902482219, 8.88801562759909","53.1039846124899, 8.89295089218649"
68347,"52.415936910653, 13.4955453872681","52.4162440312294, 13.4855246543884"
68350,"49.3545715167674, 6.72412633895874","49.3479301240905, 6.70591950416565"
68352,"52.5536215785094, 13.4664058685303","52.5407208781412, 13.4220314025879"
68358,"52.596324152881, 13.2979846000671","52.5864889223956, 13.2737159729004"
68360,"50.6281449824295, 12.9154897934131","50.6439145457727, 12.9100792425015"
68375,"51.6956254103293, 10.8595132827759","51.6905543865251, 10.8597278594971"
68380,"50.7896809019065, 7.05549716949463","50.7864481115343, 7.03845977783203"
68381,"50.0917425249716, 9.17760944576003","50.0831278917233, 9.17445194747415"
68384,"48.1159884404743, 11.5760248314109","48.1153400111771, 11.5617350184402"
68385,"51.5352046822906, 14.6616153832292","51.5418939056686, 14.7158775350545"
68393,"53.1220535725778, 13.5018539428711","53.1061861628337, 13.5424518585205"
68395,"50.0931691599816, 8.2318925857544","50.0998073427596, 8.23020815849304"
68399,"50.1417462190998, 8.1544303894043","50.1603403747793, 8.15394759178162"
68403,"52.5700926186699, 13.4104324578584","52.5772079554038, 13.4083135137189"
68409,"48.2006547381291, 11.6131496429443","50.533926911966, 10.3982072324195"
68411,"48.7184181424002, 11.4179420436267","48.9356381635975, 11.2740325927734"
68413,"48.4200733163137, 9.03020918369293","48.4132593577878, 9.02496814727783"
68422,"49.0400425068201, 12.414373755455","49.0390924446544, 12.4128609895706"
68425,"51.815427706161, 9.45401430130005","51.8193879826728, 9.43442344665528"
68429,"51.3718816774716, 12.3342132568359","51.3649248375765, 12.3003959655762"
68432,"51.3369591094331, 12.3373889923096","51.3460328036735, 12.337474822998"
68436,"53.3579795781194, 8.77635955810547","53.3592409729415, 8.77429962158203"
68438,"50.1016237965034, 8.77038896083832","50.0947565096231, 8.77130627632141"
68445,"49.5915984976966, 10.9602660010569","49.6031316202198, 10.9537428687327"
68447,"52.9154754652075, 8.8192480802536","52.9211681701567, 8.83777141571045"
68454,"52.5306473452925, 13.3328640460968","52.5129040618354, 13.3439898490906"
68455,"49.4500483784189, 8.67353439331055","49.5018029239705, 8.79644393920899"
68462,"49.4572398771314, 11.0761821269989","49.4574440814571, 11.0495638847351"
68467,"53.0667831923278, 10.3598921405501","53.4673915215388, 9.86393094062805"
68470,"52.1884403073392, 8.59364678555721","52.1828613713141, 8.61465682246489"
68474,"51.3443131105729, 12.3200100659233","51.3625889086647, 12.3194754121505"
68477,"52.5471925797302, 13.5642528533936","52.5551210482714, 13.5894012451172"
68479,"51.3704475279822, 7.46383666992188","51.3808899218598, 7.49542236328125"
68483,"50.6836023033948, 8.36692051978389","50.6811883094866, 8.37505139003042"
68485,"52.2536772269851, 8.06259155273438","52.2530519634636, 8.0665397644043"
68491,"49.9036074089595, 10.8579425822245","49.905451872595, 10.8664290908928"
68492,"49.4413838214872, 6.85306549072266","49.438269560145, 6.83589935302734"
68498,"50.8097955538543, 12.9390409424377","50.8131105309779, 12.9370456605102"
68510,"47.6861723972421, 10.3055751055945","47.678535992208, 10.3412043966819"
68513,"50.8762174148422, 7.61575698852539","50.8742875066188, 7.63305187225342"
68525,"48.1012910239641, 11.626302273944","48.0615806611572, 11.5768164396286"
68526,"51.5849515731533, 13.240327835083","51.5956840439656, 13.2588672637939"
68527,"50.3947400711137, 8.06585311889649","50.3931093701737, 8.05576801300049"
68531,"48.4032653543791, 12.7630233764648","48.4043859810496, 12.7568435668945"
68535,"49.0023356749938, 13.0780220031738","49.0179453776302, 13.0862617492676"
68536,"52.5075078479187, 14.2417831358034","52.5296422146409, 14.2617645137943"
68545,"50.9642814203049, 6.83059501752723","50.9640523540137, 6.85307407431537"
68550,"51.5083346797654, 7.49198913574219","51.5109041619648, 7.4901008605957"
68559,"48.6961236121479, 8.13520431518555","48.6970413757275, 8.13177108764649"
68571,"49.9422032796942, 11.5796470607165","49.9457130154465, 11.5775871241931"
68574,"51.3224986114556, 9.66968536376953","51.3302326572424, 9.68101501464844"
68585,"51.4877059094816, 7.30438041791786","51.489742129603, 7.29219246015418"
68588,"54.1258587935828, 9.41425323486328","54.1279468672721, 9.40288066864014"
68589,"49.1830779236194, 7.14832305908203","49.1526556396492, 7.13098526000977"
68591,"50.8939384704806, 7.65086174011231","50.9038988680641, 7.64562606811524"
68598,"49.7177093711363, 11.0667300224304","49.7219544900686, 11.0566771030426"
68604,"49.5294424114248, 9.74813461303711","49.5340103382504, 9.75605249404907"
68606,"48.6006791432263, 9.79928970336914","48.6040846337936, 9.80375289916992"
68611,"53.9526764243233, 10.221061706543","53.94234954982, 10.1863861083984"
68612,"52.8314081513151, 13.7631225585938","52.8235334777578, 13.7614059448242"
68614,"51.9489478560982, 7.97743678092957","51.9435456494758, 7.94363021850586"
68616,"53.8403739790328, 10.6968212127686","53.8279138805761, 10.7507228851318"
68618,"48.1411770133992, 11.5128564834595","48.1498247496202, 11.4978361129761"
68620,"48.5897100109039, 9.17511176958215","48.595937559947, 9.16954993677791"
68623,"51.3493579173537, 12.4464958906174","51.3494182255075, 12.4461311101913"
68624,"50.0458022757752, 10.2463130961405","50.048343162787, 10.2379016886698"
68629,"48.3969495026133, 9.99019431910711","48.3995766124039, 9.99637412867742"
68631,"53.5819783349824, 10.0340752599004","53.5994587492896, 10.0244536391983"
68635,"50.4355643224803, 7.82510447475943","50.4318270602633, 7.82579755730694"
68639,"52.6522285956196, 13.5442543029785","52.655560904462, 13.5080337524414"
68641,"52.5110805846132, 13.2925772666931","52.4784380412752, 13.2342338562012"
68642,"50.0161642748762, 8.67948531929869","50.030853236912, 8.681459427753"
68658,"52.5438733303605, 13.4231472015381","52.5488558061423, 13.4227180480957"
68659,"50.4063585129473, 10.8072209358215","50.4067534000287, 10.8009338378906"
68667,"53.4064747583265, 9.96700286865234","53.4315134389608, 9.90589141845703"
68668,"50.7619990726517, 12.7604484558105","50.7667307982181, 12.7615427970886"
68669,"49.0083001379017, 8.39973449707031","49.0146279278345, 8.40917587280274"
68671,"48.6837075716536, 9.00947570800781","48.6896572269484, 8.99911165237427"
68672,"51.5465885857006, 7.76361465104856","51.5509496594577, 7.7694225293817"
68675,"52.3915637520662, 9.74139976431616","52.3765545592068, 9.73748159391107"
68679,"51.9751915257224, 9.51175689697266","51.9771054493103, 9.52823638916016"
68684,"48.1114168615541, 11.6791749000549","48.102687426598, 11.6867923736572"
68689,"53.2324204012109, 8.78075408516452","53.2245489150395, 8.91808318672702"
68690,"53.428804947974, 10.2336910762824","53.5152544612609, 10.2606173849199"
68691,"51.2556912868459, 9.58049011125695","53.7822939007474, 12.6500870681013"
68699,"49.3668571743946, 8.70203018188477","49.3653841101793, 8.707115650177"
68701,"51.7219240980216, 8.72039794921875","51.7693271183813, 8.89686584472656"
68704,"49.9153228864664, 7.07141876220703","49.9160897240707, 7.06214904785156"
68708,"49.2708493495297, 7.31629371643066","49.2802658477369, 7.32495188713074"
68713,"47.4991117605838, 11.1013412475586","47.5436271617368, 11.1137008666992"
68721,"50.187660604093, 8.72297608904773","50.1867454183173, 8.68603348731995"
68725,"51.2526691720148, 6.9788932800293","51.244519748271, 7.04618453979492"
68728,"52.557790223319, 13.414478302002","52.5560062250328, 13.4148216247559"
68731,"52.2639559537337, 8.04868698120117","52.2882717250229, 8.06499481201172"
68732,"52.1501369879533, 9.9513827562987","52.141432219244, 9.95033883969882"
68733,"50.9780331782143, 10.3201103210449","50.9298147971242, 10.2749633789063"
68741,"48.0102601658618, 11.5949706360698","48.1735746621405, 11.5702085492376"
68751,"49.1442162140913, 9.20010566711426","49.1438033019327, 9.18877601623535"
68757,"49.1710414911301, 6.82516193337506","49.1673498310887, 6.82180595293176"
68760,"49.9459583459134, 11.1669158935547","49.9430971943194, 11.1672592163086"
68761,"51.2995833501884, 7.21233665943146","51.3028031669427, 7.19585716724396"
68766,"49.4924785084593, 10.9291648864746","49.5045006920969, 10.9181785583496"
68776,"51.7597704171006, 6.10020160675049","51.7483880518226, 6.07337951660156"
68785,"49.9900278243995, 8.65780162785086","49.9808344878843, 8.66227340593469"
68791,"50.100129191516, 8.26206207275391","50.1294486725803, 8.24772834777832"
68793,"50.9654890612898, 6.96379780769348","50.9621448051716, 6.97038531303406"
68795,"49.1222383008101, 8.34445953369141","49.1288511380862, 8.35424423217774"
68798,"52.3821152790231, 9.66831207275391","52.3812639251544, 9.69607830047608"
68809,"48.0819887659, 7.82072067260742","48.0989043303199, 7.81814575195313"
68814,"50.0924723665306, 10.9787750244141","50.10658750317, 10.9650421142578"
68818,"51.6381281911059, 11.1425399780273","51.6082523357575, 11.0821151733398"
68823,"49.5282556785297, 6.89470946788788","49.5256867832783, 6.89732193815871"
68829,"51.1735315704972, 7.07450866699219","51.1675041506286, 7.06987380981445"
68843,"49.5594863377714, 6.85787200927734","49.5412624384365, 6.85795783996582"
68846,"51.955083345264, 7.53353118896484","51.9569677133555, 7.53387451171875"
68847,"47.8106183113943, 11.1334419250488","47.8113100162601, 11.114559173584"
